"Zaman","RuzgarYonu","HavaBasinci","BagilNem","RuzgarHizi","SolarRadyasyon","ToprakSicakligi","HavaSicakligi"
2017-01-05 05:00:00,244,1002.3,95.7,2,12,32.5,20.24
2017-01-05 05:10:00,280,1002.5,95.4,4,19,32.4,20.27
2017-01-05 05:20:00,287,1002.6,94.9,1,25,32.3,20.28
2017-01-05 05:30:00,276,1002.7,94.7,3,17,32.3,20.26
2017-01-05 05:40:00,280,1002.8,93.9,3,19,32.2,20.29
2017-01-05 05:50:00,280,1002.8,93.1,4,33,32.1,20.23
2017-01-05 06:00:00,276,1002.9,92.6,4,44,32.1,20.26
2017-01-05 06:10:00,272,1002.9,91.8,4,36,32,20.1
2017-01-05 06:20:00,294,1002.7,91.7,4,56,32,19.97
2017-01-05 06:30:00,292,1002.8,92,3,47,31.9,19.97
2017-01-05 06:40:00,289,1003,92.3,2,41,31.8,20.03
2017-01-05 06:50:00,284,1003.1,91.6,4,50,31.8,19.95
2017-01-05 07:00:00,271,1003.2,91.7,4,45,31.7,20.09
2017-01-05 07:10:00,247,1003.3,91,4,99,31.7,20.04
2017-01-05 07:20:00,279,1003.5,90.2,4,81,31.6,20.26
2017-01-05 07:30:00,270,1003.5,88.7,5,137,31.6,20.47
2017-01-05 07:40:00,271,1003.4,85.2,5,156,31.5,20.46
2017-01-05 07:50:00,293,1003.4,83.8,4,180,31.4,20.74
2017-01-05 08:00:00,266,1003.5,82.3,5,150,31.4,20.97
2017-01-05 08:10:00,255,1003.6,81.4,5,163,31.3,20.75
2017-01-05 08:20:00,268,1003.7,79.4,5,169,31.3,21.18
2017-01-05 08:30:00,271,1003.9,77.2,6,175,31.2,20.94
2017-01-05 08:40:00,253,1004.1,78,5,231,31.2,20.84
2017-01-05 08:50:00,272,1004,76.4,5,239,31.1,21.2
2017-01-05 09:00:00,282,1004.1,74.6,6,252,31.1,21.41
2017-01-05 09:10:00,263,1004.2,73.1,6,295,31,21.25
2017-01-05 09:20:00,262,1004.1,72.4,6,237,31,21.14
2017-01-05 09:30:00,249,1004.2,73.3,6,338,31,21.25
2017-01-05 09:40:00,236,1004.3,75.2,6,245,30.9,20.79
2017-01-05 09:50:00,246,1004.2,73.6,5,321,30.9,21.25
2017-01-05 10:00:00,231,1004.2,72.7,5,367,30.8,21.17
2017-01-05 10:10:00,247,1004.1,68.4,5,474,30.8,21.19
2017-01-05 10:20:00,249,1004.1,66.9,5,547,30.8,22.15
2017-01-05 10:30:00,233,1004,66.5,5,506,30.8,22.07
2017-01-05 10:40:00,240,1004,65.5,4,621,30.7,22.54
2017-01-05 10:50:00,251,1004,60.5,5,701,30.7,23.51
2017-01-05 11:00:00,237,1003.9,61.4,5,300,30.7,22.02
2017-01-05 11:10:00,258,1003.8,61.6,6,730,30.7,23.47
2017-01-05 11:20:00,269,1003.7,60.4,6,553,30.7,23.08
2017-01-05 11:30:00,239,1003.7,59.5,5,503,30.7,23.12
2017-01-05 11:40:00,261,1003.7,59.1,7,539,30.6,23.25
2017-01-05 11:50:00,252,1003.7,57.7,6,1593,30.6,23.83
2017-01-05 12:00:00,260,1003.6,55.5,6,1282,30.7,24.21
2017-01-05 12:10:00,278,1003.5,51,7,1103,30.7,24.47
2017-01-05 12:20:00,287,1003.3,49.6,7,1121,30.7,24.63
2017-01-05 12:30:00,262,1003.4,51.1,6,562,30.7,23.75
2017-01-05 12:40:00,253,1003.5,49.4,8,1370,30.7,24.66
2017-01-05 12:50:00,246,1003.6,52.3,7,650,30.7,23.9
2017-01-05 13:00:00,261,1003.7,46.7,8,393,30.8,24.54
2017-01-05 13:10:00,256,1003.6,48.7,7,501,30.8,24.73
2017-01-05 13:20:00,252,1003.6,50.1,8,1165,30.9,23.57
2017-01-05 13:30:00,256,1003.6,47.5,9,1125,30.9,24.57
2017-01-05 13:40:00,243,1003.6,47.2,7,1052,31,23.53
2017-01-05 13:50:00,139,1003.7,45.7,10,468,31,24.35
2017-01-05 14:00:00,242,1003.8,51.6,8,713,31.1,23.76
2017-01-05 14:10:00,247,1003.9,48,9,554,31.2,23.37
2017-01-05 14:20:00,260,1003.9,49,9,1380,31.2,23.08
2017-01-05 14:30:00,238,1004,54,9,529,31.3,22.2
2017-01-05 14:40:00,258,1004,50.6,11,551,31.4,23.5
2017-01-05 14:50:00,246,1004,50.2,10,436,31.5,23.33
2017-01-05 15:00:00,238,1003.9,48.5,8,904,31.6,23.55
2017-01-05 15:10:00,253,1003.8,49.4,9,906,31.7,24.05
2017-01-05 15:20:00,251,1003.8,49.6,9,595,31.8,24.23
2017-01-05 15:30:00,252,1003.9,50.6,8,506,31.9,23.2
2017-01-05 15:40:00,249,1003.8,48.5,8,1100,32,24.71
2017-01-05 15:50:00,264,1003.7,44.6,10,834,32.1,24.45
2017-01-05 16:00:00,245,1003.6,48.1,8,575,32.2,23.36
2017-01-05 16:10:00,248,1003.5,48.5,8,793,32.3,23.94
2017-01-05 16:20:00,248,1003.5,47.8,8,319,32.4,23.85
2017-01-05 16:30:00,241,1003.5,52.8,8,294,32.5,23.38
2017-01-05 16:40:00,245,1003.7,56.2,10,295,32.6,22.37
2017-01-05 16:50:00,244,1003.7,53.9,8,345,32.7,22.81
2017-01-05 17:00:00,296,1003.7,55.9,9,250,32.8,22.33
2017-01-05 17:10:00,253,1003.6,59.1,8,233,32.9,21.68
2017-01-05 17:20:00,252,1003.6,57.7,8,296,32.9,22.86
2017-01-05 17:30:00,237,1003.6,60.5,7,191,33,21.72
2017-01-05 17:40:00,235,1003.6,60.7,7,450,33.1,22.51
2017-01-05 17:50:00,256,1003.8,57.3,9,123,33.2,22.21
2017-01-05 18:00:00,246,1003.9,59.3,9,358,33.2,22.34
2017-01-05 18:10:00,259,1004.1,60.5,8,133,33.3,22.21
2017-01-05 18:20:00,111,1004.2,61.7,7,83,33.4,21.33
2017-01-05 18:30:00,259,1004.2,62.8,8,101,33.4,21.48
2017-01-05 18:40:00,253,1004.4,64.8,9,57,33.4,21.27
2017-01-05 18:50:00,251,1004.6,67.4,9,74,33.5,21.19
2017-01-05 19:00:00,266,1004.8,67.3,10,50,33.5,21.14
2017-01-05 19:10:00,257,1004.7,68,8,27,33.5,21.09
2017-01-05 19:20:00,54,1004.9,82,10,27,33.5,18.85
2017-01-05 19:30:00,226,1005.1,85.1,10,19,33.6,18.9
2017-01-05 19:40:00,217,1005.3,85,9,15,33.6,18.26
2017-01-05 19:50:00,217,1005.5,85.8,8,27,33.5,17.75
2017-01-05 20:00:00,273,1005.7,87.3,8,22,33.6,17.62
2017-01-05 20:10:00,224,1005.9,81.7,9,18,33.6,17.74
2017-01-05 20:20:00,222,1005.9,76,8,23,33.5,18.05
2017-01-05 20:30:00,192,1006,70.8,9,16,33.5,18.27
2017-01-05 20:40:00,12,1006.1,67.1,9,17,33.5,18.37
2017-01-05 20:50:00,61,1006.2,65.1,9,14,33.5,18.38
2017-01-05 21:00:00,222,1006.3,64.3,7,22,33.4,18.35
2017-01-05 21:10:00,231,1006.4,60.2,8,18,33.4,18.51
2017-01-05 21:20:00,229,1006.5,54.1,9,17,33.3,18.47
2017-01-05 21:30:00,227,1006.6,54.1,7,23,33.3,18.43
2017-01-05 21:40:00,231,1006.7,50.9,7,9,33.2,18.37
2017-01-05 21:50:00,56,1006.8,48.7,8,18,33.1,18.28
2017-01-05 22:00:00,228,1006.8,50.1,8,18,33.1,18.16
2017-01-05 22:10:00,224,1006.9,47,7,20,33,18.09
2017-01-05 22:20:00,227,1006.9,50.6,8,8,33,17.96
2017-01-05 22:30:00,231,1006.8,52.7,7,20,32.9,17.97
2017-01-05 22:40:00,229,1006.7,53.1,7,10,32.8,18.07
2017-01-05 22:50:00,239,1006.6,49.7,8,12,32.7,18.01
2017-01-05 23:00:00,224,1006.6,43.7,7,19,32.7,17.98
2017-01-05 23:10:00,234,1006.5,44.7,7,20,32.6,17.87
2017-01-05 23:20:00,231,1006.5,46.9,5,28,32.5,17.72
2017-01-05 23:30:00,232,1006.4,46.1,6,17,32.4,17.76
2017-01-05 23:40:00,231,1006.3,49.3,7,16,32.3,17.8
2017-01-05 23:50:00,227,1006.3,48.8,7,23,32.3,17.7
2017-01-06 00:00:00,229,1006.2,46.7,7,15,32.2,17.54
2017-01-06 00:10:00,228,1006.2,45.3,7,28,32.1,17.55
2017-01-06 00:20:00,224,1006.2,42.1,6,11,32,17.41
2017-01-06 00:30:00,130,1006.1,42.8,7,21,31.9,17.38
2017-01-06 00:40:00,28,1006,45.8,6,15,31.8,17.34
2017-01-06 00:50:00,223,1005.8,51.3,7,16,31.8,17.47
2017-01-06 01:00:00,211,1005.8,51.3,6,14,31.7,17.23
2017-01-06 01:10:00,221,1005.8,51.1,5,16,31.6,17.27
2017-01-06 01:20:00,217,1005.8,48.7,5,12,31.5,17.23
2017-01-06 01:30:00,226,1005.8,41.7,6,7,31.4,17.29
2017-01-06 01:40:00,229,1005.7,42,6,6,31.3,17.27
2017-01-06 01:50:00,223,1005.8,43.7,5,21,31.3,17.32
2017-01-06 02:00:00,227,1005.8,45.8,6,26,31.1,17.27
2017-01-06 02:10:00,227,1005.8,41.6,6,16,31.1,17.31
2017-01-06 02:20:00,177,1005.8,42.5,7,10,31,17.25
2017-01-06 02:30:00,229,1005.8,43.2,7,9,30.9,17.48
2017-01-06 02:40:00,247,1005.8,43.2,7,18,30.8,17.42
2017-01-06 02:50:00,214,1005.8,42.4,6,15,30.7,17.19
2017-01-06 03:00:00,224,1005.8,44.1,6,13,30.6,17.16
2017-01-06 03:10:00,228,1005.8,43.9,6,20,30.6,17.27
2017-01-06 03:20:00,221,1005.8,44.4,6,18,30.5,17.02
2017-01-06 03:30:00,226,1005.8,42.7,6,27,30.4,17.11
2017-01-06 03:40:00,225,1005.8,44.9,6,12,30.3,17.16
2017-01-06 03:50:00,233,1005.8,49,7,18,30.2,17.33
2017-01-06 04:00:00,222,1005.9,45.4,7,25,30.2,17.27
2017-01-06 04:10:00,224,1006,41,7,24,30.1,17.02
2017-01-06 04:20:00,226,1006,42.8,6,13,30,17
2017-01-06 04:30:00,230,1006.1,41.9,7,8,29.9,16.95
2017-01-06 04:40:00,224,1006.2,43.9,5,11,29.8,16.96
2017-01-06 04:50:00,230,1006.3,47.3,6,22,29.8,16.94
2017-01-06 05:00:00,225,1006.5,41,7,18,29.7,16.8
2017-01-06 05:10:00,223,1006.6,40.7,6,14,29.6,16.73
2017-01-06 05:20:00,233,1006.6,43,6,14,29.5,16.57
2017-01-06 05:30:00,234,1006.7,45.2,5,22,29.5,16.42
2017-01-06 05:40:00,234,1006.8,38.7,7,38,29.4,16.64
2017-01-06 05:50:00,229,1007,37.2,7,56,29.3,16.68
2017-01-06 06:00:00,226,1007.1,40.9,5,82,29.2,16.7
2017-01-06 06:10:00,227,1007.2,42.2,5,120,29.2,16.94
2017-01-06 06:20:00,224,1007.2,42.2,6,188,29.1,17.23
2017-01-06 06:30:00,230,1007.2,43.1,6,218,29,17.51
2017-01-06 06:40:00,236,1007.3,44.8,7,80,29,17.41
2017-01-06 06:50:00,234,1007.4,45.5,7,109,28.9,17.47
2017-01-06 07:00:00,223,1007.5,45.7,7,101,28.8,17.5
2017-01-06 07:10:00,224,1007.7,43.3,7,154,28.8,17.69
2017-01-06 07:20:00,224,1007.8,39.5,7,112,28.7,17.69
2017-01-06 07:30:00,223,1007.9,39.5,7,199,28.6,18.18
2017-01-06 07:40:00,49,1007.9,43.6,6,123,28.6,17.97
2017-01-06 07:50:00,228,1007.9,46,6,65,28.5,17.71
2017-01-06 08:00:00,223,1008,49.2,7,116,28.4,17.72
2017-01-06 08:10:00,223,1008,46.5,7,168,28.4,17.83
2017-01-06 08:20:00,223,1008,46.3,6,243,28.3,18.18
2017-01-06 08:30:00,223,1008.1,42.2,7,461,28.3,18.64
2017-01-06 08:40:00,225,1008.2,39.7,7,290,28.2,18.99
2017-01-06 08:50:00,11,1008.3,39.9,7,344,28.2,18.7
2017-01-06 09:00:00,226,1008.4,42,7,339,28.1,18.92
2017-01-06 09:10:00,228,1008.4,42.8,7,278,28.1,18.9
2017-01-06 09:20:00,225,1008.3,35.1,7,926,28,19.85
2017-01-06 09:30:00,232,1008.3,36.2,8,550,28,20.72
2017-01-06 09:40:00,240,1008.2,35.7,8,345,28,20.99
2017-01-06 09:50:00,231,1008.2,35,8,344,27.9,20.74
2017-01-06 10:00:00,232,1008.2,39.5,8,1154,27.9,20.32
2017-01-06 10:10:00,230,1008.2,36.2,7,1161,27.9,20.88
2017-01-06 10:20:00,206,1008,36.9,8,1346,27.8,21.21
2017-01-06 10:30:00,219,1007.9,40.8,7,1298,27.8,20.34
2017-01-06 10:40:00,229,1007.8,41.3,8,404,27.8,21.6
2017-01-06 10:50:00,95,1007.7,45.3,9,372,27.8,20.68
2017-01-06 11:00:00,242,1007.7,42.4,8,470,27.8,21.32
2017-01-06 11:10:00,229,1007.6,41,7,830,27.8,22
2017-01-06 11:20:00,222,1007.6,39.8,8,735,27.8,20.4
2017-01-06 11:30:00,231,1007.5,42.8,7,472,27.9,21.32
2017-01-06 11:40:00,238,1007.6,44.2,8,459,27.9,20.42
2017-01-06 11:50:00,228,1007.5,47.9,6,1316,27.9,20.54
2017-01-06 12:00:00,236,1007.4,41.3,9,1359,28,22.31
2017-01-06 12:10:00,241,1007.4,38.3,9,1261,28,21.62
2017-01-06 12:20:00,233,1007.4,38.3,9,731,28.1,21.9
2017-01-06 12:30:00,237,1007.3,45.3,10,573,28.1,20.73
2017-01-06 12:40:00,231,1007.3,46.4,7,577,28.2,21.21
2017-01-06 12:50:00,235,1007.1,45.8,8,429,28.3,22.06
2017-01-06 13:00:00,231,1007,43.6,8,359,28.4,22.15
2017-01-06 13:10:00,225,1006.9,44.1,8,1223,28.4,21.67
2017-01-06 13:20:00,237,1006.9,43.4,9,1311,28.5,22.11
2017-01-06 13:30:00,223,1006.8,43.1,8,1263,28.6,21.42
2017-01-06 13:40:00,228,1006.8,40.8,9,1407,28.7,22.21
2017-01-06 13:50:00,226,1006.7,42.7,9,1370,28.7,22.47
2017-01-06 14:00:00,239,1006.6,43.3,8,1224,28.8,23.13
2017-01-06 14:10:00,232,1006.5,41.1,9,1115,28.9,22.24
2017-01-06 14:20:00,225,1006.5,41.2,8,1114,29,22.02
2017-01-06 14:30:00,299,1006.5,42.7,9,303,29.1,21.92
2017-01-06 14:40:00,220,1006.5,43.5,9,1061,29.2,21.14
2017-01-06 14:50:00,221,1006.4,45.8,7,1095,29.3,21.67
2017-01-06 15:00:00,326,1006.2,44.4,8,929,29.4,21.89
2017-01-06 15:10:00,35,1006,44.8,8,888,29.5,22.18
2017-01-06 15:20:00,232,1005.9,44.6,8,865,29.6,22.28
2017-01-06 15:30:00,224,1005.8,46.1,9,839,29.7,21.16
2017-01-06 15:40:00,228,1005.7,45.4,8,828,29.8,22.06
2017-01-06 15:50:00,218,1005.7,48.2,8,796,29.9,20.81
2017-01-06 16:00:00,226,1005.7,47.7,8,730,30,20.78
2017-01-06 16:10:00,213,1005.7,50,8,791,30.1,21.13
2017-01-06 16:20:00,212,1005.6,45.8,7,682,30.2,21.15
2017-01-06 16:30:00,91,1005.5,46.7,8,616,30.3,20.81
2017-01-06 16:40:00,217,1005.5,47.4,7,572,30.4,20.83
2017-01-06 16:50:00,222,1005.4,46.2,8,548,30.5,21.02
2017-01-06 17:00:00,293,1005.3,48.8,7,108,30.7,20.89
2017-01-06 17:10:00,221,1005.2,51.2,7,496,30.7,20.71
2017-01-06 17:20:00,214,1005.3,51.1,7,476,30.8,20.73
2017-01-06 17:30:00,233,1005.5,54.2,8,454,30.9,20.45
2017-01-06 17:40:00,225,1005.6,50.8,8,392,31,20.42
2017-01-06 17:50:00,216,1005.8,54.7,8,365,31.1,20.09
2017-01-06 18:00:00,345,1005.9,54.7,7,119,31.2,20.26
2017-01-06 18:10:00,219,1006.1,58.9,7,338,31.2,19.9
2017-01-06 18:20:00,228,1006.1,60.9,8,239,31.3,19.45
2017-01-06 18:30:00,217,1006.3,60.9,7,87,31.4,19.31
2017-01-06 18:40:00,211,1006.5,59.5,7,158,31.4,19.32
2017-01-06 18:50:00,221,1006.6,60.3,6,104,31.4,19.1
2017-01-06 19:00:00,224,1006.6,62.2,6,97,31.5,18.94
2017-01-06 19:10:00,323,1006.7,62.4,7,52,31.5,18.94
2017-01-06 19:20:00,220,1006.8,63.2,6,21,31.5,18.8
2017-01-06 19:30:00,215,1006.9,64.2,5,32,31.6,18.72
2017-01-06 19:40:00,214,1007,62.2,6,31,31.6,18.59
2017-01-06 19:50:00,212,1007.2,63.6,6,23,31.6,18.5
2017-01-06 20:00:00,213,1007.3,64.7,6,11,31.6,18.44
2017-01-06 20:10:00,218,1007.3,65.5,5,22,31.6,18.49
2017-01-06 20:20:00,207,1007.4,65.5,5,19,31.6,18.46
2017-01-06 20:30:00,197,1007.6,65,5,15,31.5,18.45
2017-01-06 20:40:00,200,1007.6,63.1,6,22,31.5,18.56
2017-01-06 20:50:00,189,1007.7,63.6,6,24,31.5,18.32
2017-01-06 21:00:00,184,1007.7,64.6,5,23,31.5,18.08
2017-01-06 21:10:00,183,1007.7,64.7,5,10,31.4,17.93
2017-01-06 21:20:00,179,1007.7,64.7,5,13,31.4,17.79
2017-01-06 21:30:00,179,1007.7,64.9,4,19,31.3,17.56
2017-01-06 21:40:00,175,1007.7,65.4,5,12,31.3,17.54
2017-01-06 21:50:00,181,1007.7,66.2,4,21,31.2,17.23
2017-01-06 22:00:00,192,1007.8,67.4,4,15,31.2,17.07
2017-01-06 22:10:00,194,1007.8,68.8,4,7,31.1,16.74
2017-01-06 22:20:00,188,1007.7,70.3,4,13,31.1,16.62
2017-01-06 22:30:00,181,1007.7,71.5,4,21,31,16.59
2017-01-06 22:40:00,180,1007.7,71.7,5,18,31,16.74
2017-01-06 22:50:00,189,1007.8,71.6,5,13,30.9,16.76
2017-01-06 23:00:00,191,1007.8,71.5,5,11,30.9,16.66
2017-01-06 23:10:00,189,1007.9,71.4,5,28,30.8,16.39
2017-01-06 23:20:00,187,1007.9,71.8,5,15,30.7,16.22
2017-01-06 23:30:00,182,1007.9,71.9,5,11,30.6,16.1
2017-01-06 23:40:00,186,1007.9,71.6,5,15,30.6,15.96
2017-01-06 23:50:00,183,1007.9,71.7,5,16,30.5,15.92
2017-01-07 00:00:00,180,1007.9,71.2,5,14,30.4,15.84
2017-01-07 00:10:00,177,1007.8,71.3,5,13,30.3,15.78
2017-01-07 00:20:00,170,1007.8,70.1,6,26,30.3,15.8
2017-01-07 00:30:00,169,1007.7,69.3,6,14,30.2,15.69
2017-01-07 00:40:00,170,1007.6,69.2,5,20,30.1,15.69
2017-01-07 00:50:00,164,1007.5,68.7,5,24,30,15.69
2017-01-07 01:00:00,157,1007.4,68.3,4,17,29.9,15.8
2017-01-07 01:10:00,156,1007.3,66.9,6,22,29.9,16.05
2017-01-07 01:20:00,158,1007.3,65.5,5,15,29.8,16.17
2017-01-07 01:30:00,163,1007.2,64.9,5,22,29.7,16.21
2017-01-07 01:40:00,164,1007.2,64.4,5,14,29.6,16.27
2017-01-07 01:50:00,168,1007.2,64.1,5,23,29.6,16.27
2017-01-07 02:00:00,173,1007.2,64.1,4,16,29.5,16.32
2017-01-07 02:10:00,185,1007.2,63.9,5,14,29.4,16.38
2017-01-07 02:20:00,187,1007.4,62.8,5,20,29.3,16.48
2017-01-07 02:30:00,181,1007.3,62.5,5,12,29.2,16.29
2017-01-07 02:40:00,189,1007.2,63.3,6,15,29.2,16.03
2017-01-07 02:50:00,186,1007.2,63.6,5,15,29.1,15.84
2017-01-07 03:00:00,186,1007.1,63.7,6,16,29,15.61
2017-01-07 03:10:00,167,1007.2,64.2,4,15,28.9,15.36
2017-01-07 03:20:00,180,1007.2,64.4,5,22,28.9,15.15
2017-01-07 03:30:00,188,1007.2,64.6,5,23,28.8,14.89
2017-01-07 03:40:00,186,1007.2,64.8,5,15,28.7,14.73
2017-01-07 03:50:00,183,1007.2,65.3,4,11,28.6,14.52
2017-01-07 04:00:00,187,1007.2,66,5,15,28.6,14.39
2017-01-07 04:10:00,187,1007.3,66.9,4,20,28.5,14.08
2017-01-07 04:20:00,190,1007.4,67.9,4,18,28.4,13.93
2017-01-07 04:30:00,196,1007.5,68.9,4,20,28.3,13.61
2017-01-07 04:40:00,194,1007.6,69.7,3,20,28.3,13.33
2017-01-07 04:50:00,195,1007.6,70.7,3,27,28.2,12.99
2017-01-07 05:00:00,193,1007.5,72.8,3,13,28.1,12.66
2017-01-07 05:10:00,188,1007.5,74.8,3,14,28.1,12.45
2017-01-07 05:20:00,187,1007.4,76.4,3,16,28,12.21
2017-01-07 05:30:00,187,1007.5,77.6,2,29,27.9,12.07
2017-01-07 05:40:00,187,1007.6,78.8,2,32,27.8,12.06
2017-01-07 05:50:00,187,1007.6,80.4,3,37,27.8,12.57
2017-01-07 06:00:00,187,1007.7,79.5,2,85,27.7,12.78
2017-01-07 06:10:00,187,1007.8,78.1,0,107,27.6,13
2017-01-07 06:20:00,187,1008,76.2,1,170,27.6,13.16
2017-01-07 06:30:00,187,1008.2,74.6,3,204,27.5,14.05
2017-01-07 06:40:00,187,1008.3,72.1,2,257,27.4,14.48
2017-01-07 06:50:00,187,1008.4,69.8,2,297,27.4,15.07
2017-01-07 07:00:00,186,1008.6,65.4,3,311,27.3,15.81
2017-01-07 07:10:00,182,1008.8,62.5,3,386,27.2,16.24
2017-01-07 07:20:00,177,1008.8,58.3,5,409,27.1,16.86
2017-01-07 07:30:00,177,1008.9,54,5,452,27.1,17.26
2017-01-07 07:40:00,168,1009.1,52.1,5,498,27,17.93
2017-01-07 07:50:00,144,1009.2,49.6,5,522,26.9,18.14
2017-01-07 08:00:00,153,1009.4,46.7,5,571,26.9,18.6
2017-01-07 08:10:00,145,1009.4,45.1,6,594,26.8,18.42
2017-01-07 08:20:00,150,1009.5,43.7,6,634,26.7,18.81
2017-01-07 08:30:00,155,1009.6,41.9,5,689,26.7,19.54
2017-01-07 08:40:00,154,1009.6,40.1,6,740,26.6,19.77
2017-01-07 08:50:00,144,1009.5,39.6,5,754,26.6,19.85
2017-01-07 09:00:00,158,1009.6,39.1,5,795,26.5,20.28
2017-01-07 09:10:00,144,1009.6,37.7,5,829,26.5,20.53
2017-01-07 09:20:00,142,1009.6,35.4,4,852,26.4,20.99
2017-01-07 09:30:00,175,1009.3,35.2,5,875,26.4,20.99
2017-01-07 09:40:00,166,1009.2,34.7,4,921,26.4,21.52
2017-01-07 09:50:00,190,1009,33.7,5,935,26.4,21.24
2017-01-07 10:00:00,199,1009,32.1,4,961,26.4,22.08
2017-01-07 10:10:00,163,1008.9,32.8,5,975,26.4,22.53
2017-01-07 10:20:00,113,1008.7,31.4,5,1004,26.4,22.92
2017-01-07 10:30:00,240,1008.7,32.9,5,1022,26.4,22.54
2017-01-07 10:40:00,221,1008.6,29.4,4,1029,26.5,23.09
2017-01-07 10:50:00,216,1008.5,32.8,5,1058,26.5,23.3
2017-01-07 11:00:00,230,1008.5,35.1,6,1043,26.6,22.48
2017-01-07 11:10:00,231,1008.5,33.8,7,1051,26.6,22.83
2017-01-07 11:20:00,233,1008.3,34.9,6,1062,26.7,23.15
2017-01-07 11:30:00,236,1008.2,33.6,7,1068,26.8,23.27
2017-01-07 11:40:00,233,1008.1,35.8,7,1083,26.9,23.48
2017-01-07 11:50:00,228,1008,35.2,7,1094,26.9,22.59
2017-01-07 12:00:00,240,1007.9,35.1,8,1091,27,23.54
